what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1503999692124
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1503999696239
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503999705317
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503999755807
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1503999755834
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1503999784400
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1503999799939
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1503999800773
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1503999800937
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1503999803053
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503999805480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503999856643
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1503999879677
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1503999881524
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.shiftLeft",1503999883623
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.shiftLeft",1503999884579
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1503999886484
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1503999893578
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503999898540
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503999900330
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.shiftLeft",1503999916756
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1503999917362
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503999920661
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503999922092
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1503999932420
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503999935356
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503999939115
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1503999947651
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503999951437
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1503999951731
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503999952557
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1503999952559
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1503999956875
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1503999958478
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503999961767
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1503999986473
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1504000006500
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504000009738
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1504000010699
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504000011555
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1504000011559
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1504000015748
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1504000038651
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1504000057946
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1504000057955
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1504000067713
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1504000067713
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504000068946
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504000085079
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1504000098103
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504000102118
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1504000103240
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504000104106
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1504000104109
activated,view,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1504000108256
